186,15
187,90
188,8
189,59
190,88
191,78
192,66
193,5
194,24
195,24
196,14
197,25
198,10
199,32
200,75
201,50
202,5
203,63
204,21
205,65
206,13
207,87
208,82
209,7
210,18
211,45
212,71
213,23
214,56
215,13
216,28
217,27
218,61
219,88
220,20
221,99
222,29
223,34
224,95
225,25
226,61
227,46
228,100
229,8
230,27
231,68
232,100
233,62
234,95
235,55
236,18
237,62
238,80
239,80
240,77
241,26
242,15
243,89
244,18
245,64
246,14
247,1
248,100
249,45
250,9
251,0
252,67
253,89
254,71
255,1
256,59
257,46
258,32
259,80
260,76
261,22
262,69
263,15
264,37
265,64
266,25
267,44
268,99
269,21
270,27
271,4
272,68
273,42
274,13
275,41
276,52
277,9
278,38
279,19
280,0
281,67
282,25
283,8
284,6
285,0
286,96
287,75
288,47
289,96
290,75
291,78
292,49
293,1
294,6
295,73
296,52
297,31
298,24
299,58
300,44
301,42
302,41
303,90
304,31
305,60
306,72
307,12
308,34
309,41
310,58
311,71
312,76
313,84
314,10
315,76
316,57
317,94
318,12
319,65
320,9
321,89
322,39
323,53
324,86
325,38
326,77
327,22
328,91
329,82
330,31
331,48
332,30
333,56
334,94
335,48
336,31
337,66
338,68
339,85
340,44
341,46
342,77
343,45
344,46
345,69
346,93
347,86
348,0
349,20
350,8
351,29
352,65
353,6
354,28
355,38
356,3
357,80
358,15
359,34
360,45
361,23
362,61
363,50
364,73
365,32
366,55
367,17
368,76
369,31
370,91
371,13
372,4
373,0
374,8
375,89
376,16
377,16
378,25
379,60
380,68
381,37
382,99
383,36
384,81
385,10
386,12
387,90
388,70
389,60
390,21
391,31
392,93
393,16
394,1
395,22
396,14
397,35
398,80
399,22
400,94
401,22
402,28
403,44
404,86
405,34
406,75
407,86
408,99
409,53
410,69
411,98
412,67
413,44
414,61
415,99
416,93
417,6
418,73
419,19
420,6
421,21
422,30
423,93
424,41
425,100
426,88
427,87
428,47
429,27
430,79
431,34
432,5
433,39
434,2
435,46
436,77
437,78
438,49
439,35
440,55
441,89
442,95
443,96
444,59
445,26
446,79
447,0
448,10
449,67
450,44
451,23
452,39
453,85
454,17
455,8
456,18
457,5
458,39
459,55
460,27
461,35
462,43
463,50
464,75
465,64
466,28
467,7
468,98
469,35
470,9
471,73
472,82
473,72
474,30
475,14
476,38
477,28
478,14
479,62
480,80
481,29
482,81
483,20
484,98
485,46
486,36
487,85
488,30
489,12
490,22
491,38
492,85
493,93
494,1
495,2
496,30
497,46
498,35
499,42
500,36
501,5
502,84
503,34
504,1
505,28
506,82
507,31
508,81
509,61
510,75
511,15
512,31
513,70
514,65
515,1
516,33
517,36
518,96
519,8
520,38
521,48
522,67
523,55
524,23
525,42
526,6
527,55
528,96
529,51
530,80
531,29
532,43
533,87
534,36
535,65
536,80
537,65
538,0
539,43
540,60
541,4
542,93
543,56
544,83
545,79
546,83
547,4
548,44
549,22
550,11
551,28
552,82
553,62
554,96
555,49
556,37
557,95
558,80
559,7
560,3
561,64
562,62
563,13
564,75
565,69
566,80
567,44
568,14
569,17
570,25
571,61
572,58
573,5
574,50
575,32
576,62
577,38
578,96
579,23
580,82
581,67
582,18
583,84
584,4
585,63
586,86
587,76
588,90
589,95
590,41
591,96
592,31
593,56
594,49
595,44
596,61
597,34
598,77
599,65
600,20
601,5
602,80
603,0
604,61
605,10
606,30
607,17
608,52
609,9
610,47
611,55
612,66
613,15
614,24
615,44
616,95
617,74
618,86
619,10
620,63
621,28
622,82
623,50
624,31
625,88
626,47
627,65
628,25
629,25
630,7
631,41
632,58
633,34
634,23
635,10
636,95
637,89
638,58
639,4
640,20
641,42
642,66
643,76
644,91
645,29
646,50
647,41
648,86
649,26
650,78
651,82
652,18
653,35
654,9
655,78
656,69
657,96
658,99
659,4
660,82
661,12
662,80
663,37
664,92
665,0
666,43
667,26
668,64
669,92
670,22
671,93
672,31
673,99
674,30
675,72
676,31
677,78
678,96
679,99
680,7
681,9
682,49
683,43
684,21
685,65
686,49
687,51
688,21
689,79
690,72
691,50
692,16
693,47
694,20
695,55
696,80
697,7
698,15
699,95
700,48
701,22
702,84
703,66
704,64
705,22
706,21
707,32
708,50
709,98
710,70
711,12
712,8
713,4
714,59
715,64
716,38
717,70
718,59
719,53
720,34
721,61
722,6
723,28
724,35
725,90
726,49
727,49
728,85
729,13
730,32
731,7
732,16
733,28
734,80
735,69
736,81
737,34
738,59
739,37
740,89
741,99
742,54
743,14
744,74
745,66
746,52
747,1
748,59
749,94
750,40
751,40
752,76
753,55
754,51
755,1
756,79
757,97
758,24
759,84
760,39
761,69
762,11
763,9
764,58
765,81
766,25
767,27
768,72
769,68
770,1
771,13
772,58
773,6
774,90
775,34
776,64
777,52
778,77
779,78
780,31
781,15
782,80
783,50
784,87
785,0
786,61
787,65
788,92
789,25
790,57
791,14
792,48
793,89
794,1
795,51
796,37
797,59
798,30
799,95
800,37
801,46
802,26
803,26
804,14
805,10
806,30
807,85
808,99
809,67
810,95
811,44
812,12
813,33
814,90
815,88
816,15
817,56
818,92
819,72
820,91
821,71
822,16
823,8
824,15
825,58
826,40
827,45
828,0
829,7
830,56
831,69
832,27
833,59
834,63
835,32
836,95
837,48
838,8
839,71
840,80
841,82
842,28
843,63
844,52
845,31
846,59
847,4
848,34
849,96
850,43
851,44
852,46
853,8
854,21
855,92
856,34
857,68
858,33
859,65
860,75
861,96
862,61
863,73
864,31
865,68
866,11
867,67
868,83
869,9
870,5
871,90
872,95
873,79
874,31
875,80
876,22
877,2
878,85
879,26
880,1
881,48
882,63
883,73
884,64
885,3
886,33
887,89
888,22
889,84
890,1
891,46
892,24
893,19
894,50
895,52
896,7
897,16
898,88
899,40
900,25
901,55
902,54
903,37
904,70
905,77
906,71
907,39
908,18
909,31
910,88
911,19
912,25
913,99
914,16
915,45
916,22
917,54
918,76
919,100
920,60
921,66
922,28
923,32
924,77
925,39
926,48
927,71
928,81
929,71
930,89
931,94
932,95
933,84
934,75
935,95
936,28
937,60
938,1
939,55
940,67
941,54
942,19
943,64
944,11
945,28
946,95
947,82
948,56
949,93
950,51
951,76
952,45
953,1
954,93
955,72
956,56
957,41
958,39
959,87
960,62
961,28
962,46
963,88
964,28
965,86
966,27
967,21
968,14
969,94
970,11
971,83
972,7
973,97
974,79
975,22
976,10
977,57
978,56
979,40
980,31
981,3
982,80
983,12
984,72
985,16
986,6
987,81
988,8
989,72
990,82
991,51
992,84
993,68
994,70
995,26
996,41
997,60
998,1
999,74
1000,5
1001,46
1002,82
1003,25
1004,24
1005,53
1006,37
1007,1
1008,86
1009,18
1010,64
1011,39
1012,4
1013,57
1014,23
1015,95
1016,12
1017,23
1018,51
1019,69
1020,77
1021,89
1022,12
1023,94
1024,18
1025,59
1026,16
1027,100
1028,43
1029,79
1030,10
1031,4
1032,44
1033,42
1034,57
1035,76
1036,7
1037,65
1038,2
1039,61
1040,22
1041,6
1042,50
1043,98
1044,12
1045,68
1046,92
1047,43
1048,95
1049,63
1050,13
1051,90
1052,65
1053,88
1054,19
1055,68
1056,6
1057,98
1058,3
1059,13
1060,46
1061,27
1062,32
1063,68
1064,41
1065,5
1066,87
1067,76
1068,86
1069,12
1070,42
1071,27
1072,7
1073,30
1074,87
1075,48
1076,35
1077,33
1078,7
1079,54
1080,24
1081,10
1082,87
1083,58
1084,73
1085,2
1086,30
1087,86
1088,12
1089,2
1090,29
1091,66
1092,80
1093,43
1094,51
1095,50
1096,70
1097,77
1098,88
1099,10
1100,100
1101,86
1102,72
1103,68
1104,92
1105,77
1106,95
1107,77
1108,37
1109,36
1110,53
1111,42
1112,27
1113,7
1114,62
1115,29
1116,63
1117,17
1118,92
1119,96
1120,36
1121,91
1122,26
1123,1
1124,60
1125,99
1126,53
1127,66
1128,51
1129,31
1130,69
1131,36
1132,29
1133,7
1134,3
1135,53
1136,27
1137,15
1138,56
1139,90
1140,31
1141,13
1142,73
1143,28
1144,75
1145,37
1146,98
1147,4
1148,80
1149,92
1150,75
1151,87
1152,59
1153,22
1154,64
1155,43
1156,6
1157,13
1158,95
1159,47
1160,10
1161,98
1162,64
1163,73
1164,79
1165,66
1166,56
1167,20
1168,52
1169,29
1170,93
1171,43
1172,56
1173,87
1174,65
1175,58
1176,57
1177,99
1178,81
1179,8
1180,40
1181,18
1182,62
1183,65
1184,96
1185,23
1186,13
1187,80
1188,9
1189,84
1190,4
1191,88
1192,71
1193,56
1194,91
1195,42
1196,63
1197,55
1198,95
1199,84
1200,56
1201,27
1202,57
1203,54
1204,79
1205,40
1206,72
1207,0
1208,3
1209,2
1210,53
1211,86
1212,54
1213,44
1214,9
1215,21
1216,46
1217,73
1218,81
1219,69
1220,62
1221,81
1222,77
1223,1
1224,1
1225,40
1226,87
1227,53
1228,55
1229,21
1230,82
1231,85
1232,44
1233,0
1234,20
1235,98
1236,88
1237,74
1238,34
1239,54
1240,64
1241,89
1242,79
1243,100
1244,7
1245,33
1246,90
1247,86
1248,82
1249,5
1250,95
1251,34
1252,54
1253,43
1254,46
1255,88
1256,70
1257,61
1258,52
1259,82
1260,18
1261,29
1262,2
1263,7
1264,64
1265,41
1266,25
1267,77
1268,37
1269,41
1270,3
1271,49
1272,37
1273,16
1274,62
1275,14
1276,84
1277,77
1278,70
1279,60
1280,24
1281,93
1282,15
1283,58
1284,2
1285,54
1286,73
1287,40
1288,77
1289,99
1290,14
1291,17
1292,46
1293,4
1294,1
1295,86
1296,21
1297,51
1298,10
1299,79
1300,51
1301,40
1302,81
1303,56
1304,30
1305,41
1306,37
1307,92
1308,68
1309,30
1310,16
1311,5
1312,41
1313,14
1314,84
1315,51
1316,76
1317,77
1318,56
1319,51
1320,46
1321,46
1322,94
1323,97
1324,4
1325,27
1326,20
1327,60
1328,31
1329,44
1330,19
1331,61
1332,46
1333,47
1334,27
1335,47
1336,28
1337,40
1338,44
1339,61
1340,29
1341,2
1342,81
1343,76
1344,74
1345,69
1346,24
1347,59
1348,74
1349,11
1350,60
1351,25
1352,67
1353,95
1354,60
1355,55
1356,81
1357,69
1358,77
1359,88
1360,19
1361,88
1362,64
1363,80
1364,24
1365,9
1366,87
1367,88
1368,23
1369,81
1370,71
1371,73
1372,75
1373,7
1374,71
1375,10
1376,44
1377,12
1378,20
1379,18
1380,35
1381,69
1382,25
1383,28
1384,65
1385,57
1386,79
1387,98
1388,49
1389,4
1390,28
1391,8
1392,94
1393,30
1394,11
1395,50
1396,92
1397,34
1398,93
1399,0
1400,95
1401,28
1402,10
1403,26
1404,56
1405,47
1406,17
1407,65
1408,13
1409,56
1410,13
1411,5
1412,68
1413,52
1414,17
1415,75
1416,14
1417,65
1418,31
1419,45
1420,25
1421,21
1422,93
1423,33
1424,9
1425,91
1426,95
1427,43
1428,26
1429,58
1430,0
1431,80
1432,56
1433,71
1434,7
1435,4
1436,66
1437,71
1438,92
1439,5
1440,71
1441,58
1442,96
1443,35
1444,50
1445,92
1446,13
1447,99
1448,45
1449,83
1450,61
1451,90
1452,1
1453,96
1454,42
1455,42
1456,69
1457,44
1458,26
1459,77
1460,20
1461,18
1462,73
1463,76
1464,12
1465,95
1466,47
1467,19
1468,29
1469,100
1470,47
1471,80
1472,81
1473,61
1474,51
1475,60
1476,73
1477,55
1478,20
1479,17
1480,13
1481,77
1482,98
1483,36
1484,93
1485,54
1486,84
1487,99
1488,81
1489,79
1490,60
1491,72
1492,15
1493,74
1494,44
1495,36
1496,53
1497,41
1498,47
1499,52
1500,38
1501,63
1502,88
1503,100
1504,25
1505,86
1506,4
1507,2
1508,70
1509,52
1510,29
1511,34
1512,33
1513,95
1514,73
1515,85
1516,25
1517,19
1518,23
1519,72
1520,73
1521,1
1522,13
1523,49
1524,34
1525,16
1526,53
1527,87
1528,71
1529,52
1530,34
1531,53
1532,51
1533,58
1534,47
1535,10
1536,90
1537,93
1538,28
1539,0
1540,100
1541,72
1542,38
1543,91
1544,79
1545,33
1546,6
1547,12
1548,80
1549,20
1550,81
1551,50
1552,98
1553,32
1554,21
1555,42
1556,45
1557,97
1558,27
1559,54
1560,27
1561,81
1562,46
1563,17
1564,17
1565,59
1566,75
1567,22
1568,54
1569,80
1570,4
1571,22
1572,1
1573,34
1574,36
1575,70
1576,74
1577,97
1578,82
1579,1
1580,85
1581,68
1582,59
1583,29
1584,29
1585,42
1586,48
1587,66
1588,68
1589,35
1590,72
1591,50
1592,24
1593,21
1594,18
1595,42
1596,50
1597,35
1598,18
1599,48
1600,30
1601,67
1602,11
1603,48
1604,86
1605,90
1606,26
1607,57
1608,86
1609,6
1610,87
1611,54
1612,92
1613,44
1614,50
1615,92
1616,4
1617,33
1618,58
1619,93
1620,27
1621,46
1622,83
1623,82
1624,22
1625,97
1626,24
1627,78
1628,0
1629,11
1630,50
1631,36
1632,91
1633,61
1634,4
1635,65
1636,96
1637,6
1638,58
1639,50
1640,24
1641,6
1642,99
1643,44
1644,63
1645,74
1646,36
1647,91
1648,100
1649,59
1650,26
1651,4
1652,21
1653,85
1654,12
1655,43
1656,8
1657,28
1658,17
1659,72
1660,27
1661,87
1662,56
1663,43
1664,14
1665,27
1666,40
1667,21
1668,26
1669,73
1670,17
1671,30
1672,57
1673,54
1674,40
1675,6
1676,31
1677,69
1678,58
1679,49
1680,44
1681,85
1682,25
1683,82
1684,48
1685,8
1686,16
1687,46
1688,69
1689,82
1690,36
1691,4
1692,94
1693,63
1694,23
1695,25
1696,84
1697,78
1698,71
1699,5
1700,25
1701,90
1702,90
1703,83
1704,88
1705,8
1706,70
1707,97
1708,66
1709,66
1710,89
1711,36
1712,64
1713,20
1714,28
1715,4
1716,36
1717,78
1718,15
1719,3
1720,35
1721,83
1722,78
1723,13
1724,43
1725,91
1726,92
1727,63
1728,74
1729,76
1730,53
1731,67
1732,70
1733,51
1734,51
1735,63
1736,42
1737,36
1738,18
1739,42
1740,98
1741,25
1742,12
1743,25
1744,7
1745,14
1746,88
1747,89
1748,88
1749,1
1750,9
1751,64
1752,38
1753,34
1754,41
1755,53
1756,89
1757,82
1758,41
1759,10
1760,89
1761,27
1762,74
1763,44
1764,55
1765,91
1766,22
1767,76
1768,43
1769,10
1770,71
1771,35
1772,58
1773,63
1774,79
1775,90
1776,89
1777,84
1778,95
1779,56
1780,30
1781,79
1782,48
1783,90
1784,93
1785,26
1786,64
1787,11
1788,47
1789,90
1790,20
1791,50
1792,74
1793,62
1794,45
1795,81
1796,98
1797,29
1798,1
1799,12
1800,85
1801,3
1802,67
1803,10
1804,34
1805,93
1806,90
1807,32
1808,90
1809,54
1810,1
1811,32
1812,25
1813,35
1814,57
1815,44
1816,51
1817,32
1818,50
1819,34
1820,63
1821,17
1822,40
1823,90
1824,97
1825,60
1826,41
1827,65
1828,48
1829,86
1830,87
1831,31
1832,42
1833,96
1834,30
1835,3
1836,87
1837,46
1838,76
1839,57
1840,51
1841,9
1842,17
1843,33
1844,71
1845,92
1846,1
1847,74
1848,17
1849,41
1850,51
1851,92
1852,65
1853,86
1854,40
1855,61
1856,13
1857,79
1858,38
1859,19
1860,68
1861,49
1862,69
1863,78
1864,32
1865,37
1866,62
1867,97
1868,32
1869,85
1870,62
1871,46
1872,35
1873,64
1874,51
1875,99
1876,24
1877,69
1878,31
1879,16
1880,11
1881,17
1882,87
1883,86
1884,18
1885,61
1886,3
1887,46
1888,79
1889,29
1890,60
1891,17
1892,99
1893,35
1894,35
1895,47
1896,51
1897,42
1898,26
1899,4
1900,40
1901,23
1902,39
1903,34
1904,56
1905,34
1906,52
1907,44
1908,96
1909,65
1910,90
1911,65
1912,54
1913,64
1914,6
1915,68
1916,47
1917,20
1918,81
1919,57
1920,3
1921,90
1922,97
1923,18
1924,28
1925,22
1926,85
1927,94
1928,20
1929,18
1930,86
1931,51
1932,0
1933,68
1934,68
1935,15
1936,45
1937,23
1938,19
1939,27
1940,0
1941,54
1942,6
1943,21
1944,71
1945,77
1946,85
1947,4
1948,51
1949,18
1950,96
1951,34
1952,78
1953,58
1954,11
1955,90
1956,71
1957,2
1958,54
1959,55
1960,38
1961,67
1962,96
1963,22
1964,28
1965,20
1966,24
1967,36
1968,93
1969,0
1970,53
1971,3
1972,57
1973,22
1974,15
1975,60
1976,48
1977,46
1978,9
1979,70
1980,12
1981,61
1982,52
1983,69
1984,35
1985,21
1986,93
1987,38
1988,73
1989,79
1990,66
1991,73
1992,3
1993,16
1994,67
1995,32
1996,67
1997,26
1998,93
1999,32
2000,5
2001,74
2002,18
2003,5
2004,96
2005,58
2006,53
2007,40
2008,38
2009,64
2010,26
2011,3
2012,37
2013,74
2014,96
2015,18
2016,66
2017,46
2018,72
2019,21
2020,56
2021,14
2022,16
2023,94
2024,22
2025,53
2026,100
2027,96
2028,26
2029,19
2030,6
2031,30
2032,85
2033,22
2034,94
2035,60
2036,14
2037,10
2038,25
2039,46
2040,6
2041,10
2042,25
2043,87
2044,97
2045,10
2046,63
2047,40
2048,52
2049,46
2050,20
2051,15
2052,49
2053,89
2054,53
2055,41
2056,19
2057,52
2058,18
2059,95
2060,90
2061,30
2062,22
2063,8
2064,78
2065,64
2066,63
2067,79
2068,66
2069,75
2070,70
2071,89
2072,27
2073,51
2074,16
2075,23
2076,66
2077,68
2078,88
2079,54
2080,68
2081,91
2082,53
2083,5
2084,84
2085,20
2086,18
2087,69
2088,47
2089,48
2090,13
2091,96
2092,75
2093,47
2094,3
2095,79
2096,15
2097,93
2098,75
2099,70
2100,52
2101,3
2102,39
2103,34
2104,60
2105,8
2106,53
2107,16
2108,81
2109,13
2110,15
2111,14
2112,80
2113,72
2114,32
2115,20
2116,49
2117,1
2118,14
2119,26
2120,30
2121,1
2122,74
2123,27
2124,75
2125,38
2126,97
2127,85
2128,79
2129,42
2130,84
2131,97
2132,94
2133,51
2134,61
2135,59
2136,44
2137,91
2138,13
2139,76
2140,62
2141,85
2142,79
2143,20
2144,62
2145,85
2146,89
2147,51
2148,66
2149,61
2150,10
2151,15
2152,37
2153,11
2154,72
2155,51
2156,14
2157,98
2158,70
2159,31
2160,15
2161,54
2162,21
2163,43
2164,68
2165,56
2166,74
2167,19
2168,62
2169,79
2170,21
2171,91
2172,53
2173,81
2174,92
2175,57
2176,26
2177,43
2178,25
2179,17
2180,99
2181,14
2182,62
2183,46
2184,75
2185,43
2186,72
2187,18
2188,99
2189,82
2190,95
2191,16
2192,27
2193,55
2194,71
2195,45
2196,2
2197,28
2198,60
2199,3
2200,20
2201,0
2202,43
2203,92
2204,24
2205,66
2206,74
2207,77
2208,54
2209,77
2210,62
2211,42
2212,6
2213,42
2214,24
2215,88
2216,79
2217,56
2218,84
2219,98
2220,0
2221,86
2222,91
2223,42
2224,8
2225,90
2226,1
2227,61
2228,13
2229,41
2230,87
2231,28
2232,68
2233,97
2234,55
2235,33
2236,48
2237,51
2238,30
2239,50
2240,5
2241,80
2242,48
2243,91
2244,60
2245,60
2246,77
2247,56
2248,98
2249,36
2250,5
2251,90
2252,92
2253,75
2254,37
2255,71
2256,19
2257,44
2258,43
2259,69
2260,17
2261,33
2262,36
2263,48
2264,47
2265,87
2266,77
2267,72
2268,54
2269,87
2270,68
2271,40
2272,78
2273,74
2274,16
2275,63
2276,54
2277,67
2278,28
2279,49
2280,76
2281,51
2282,17
2283,37
2284,93
2285,87
2286,40
2287,90
2288,52
2289,20
2290,54
2291,93
2292,56
2293,62
2294,67
2295,66
2296,55
2297,18
2298,8
2299,74
2300,88
2301,88
2302,34
2303,100
2304,32
2305,61
2306,22
2307,44
2308,91
2309,55
2310,89
2311,26
2312,19
2313,77
2314,56
2315,42
2316,22
2317,83
2318,13
2319,22
2320,50
2321,50
2322,62
2323,31
2324,87
2325,94
2326,23
2327,43
2328,50
2329,83
2330,54
2331,1
2332,62
2333,98
2334,3
2335,86
2336,96
2337,45
2338,80
2339,99
2340,82
2341,8
2342,26
2343,83
2344,63
2345,25
2346,68
2347,32
2348,80
2349,84
2350,39
2351,2
2352,54
2353,26
2354,12
2355,29
2356,15
2357,44
2358,9
2359,41
2360,47
2361,24
2362,37
2363,50
2364,29
2365,38
2366,18
2367,37
2368,53
2369,18
2370,93
2371,70
2372,69
2373,33
2374,23
2375,44
2376,61
2377,50
2378,16
2379,37
2380,24
2381,89
2382,26
2383,65
2384,77
2385,6
2386,34
2387,74
2388,65
2389,98
2390,99
2391,5
2392,60
2393,81
2394,86
2395,84
2396,4
2397,96
2398,95
2399,87
2400,78
2401,45
2402,27
2403,96
2404,19
2405,41
2406,100
2407,5
2408,86
2409,90
2410,24
2411,77
2412,67
2413,5
2414,16
2415,74
2416,9
2417,69
2418,61
2419,81
2420,35
2421,1
2422,92
2423,70
2424,11
2425,21
2426,93
2427,46
2428,15
2429,56
2430,74
2431,79
2432,28
2433,51
2434,86
2435,90
2436,75
2437,16
2438,50
2439,68
2440,15
2441,21
2442,79
2443,89
2444,12
2445,72
2446,36
2447,82
2448,26
2449,73
2450,51
2451,26
2452,45
2453,69
2454,69
2455,14
2456,39
2457,34
2458,54
2459,17
2460,90
2461,66
2462,46
2463,78
2464,82
2465,81
2466,5
2467,30
2468,14
2469,48
2470,74
2471,27
2472,37
2473,99
2474,49
2475,16
2476,34
2477,56
2478,7
2479,24
2480,54
2481,1
2482,19
2483,8
2484,22
2485,23
2486,80
2487,30
2488,29
2489,38
2490,6
2491,50
2492,14
2493,24
2494,65
2495,81
2496,31
2497,93
2498,77
2499,69
2500,64
2501,27
2502,42
2503,25
2504,68
2505,59
2506,19
2507,46
2508,9
2509,13
2510,45
2511,9
2512,70
2513,20
2514,0
2515,15
2516,71
2517,45
2518,37
2519,41
2520,43
2521,18
2522,39
2523,34
2524,27
2525,7
2526,100
2527,94
2528,96
2529,45
2530,38
2531,13
2532,67
2533,36
2534,96
2535,22
2536,85
2537,75
2538,22
2539,49
2540,69
2541,49
2542,53
2543,25
2544,93
2545,56
2546,69
2547,32
2548,61
2549,91
2550,88
2551,27
2552,42
2553,87
2554,12
2555,83
2556,0
2557,1
2558,35
2559,97
2560,45
2561,9
2562,22
2563,38
2564,31
2565,25
2566,92
2567,16
2568,94
2569,14
2570,55
2571,91
2572,16
2573,85
2574,58
2575,100
2576,39
2577,62
2578,34
2579,22
2580,26
2581,63
2582,16
2583,74
2584,49
2585,26
2586,47
2587,59
2588,10
2589,32
2590,77
2591,56
2592,36
2593,45
2594,34
2595,11
2596,37
2597,7
2598,11
2599,71
2600,60
2601,44
2602,74
2603,27
2604,54
2605,55
2606,77
2607,77
2608,44
2609,96
2610,16
2611,66
2612,57
2613,69
2614,85
2615,48
2616,85
2617,75
2618,88
2619,69
2620,36
2621,61
2622,80
2623,23
2624,89
2625,73
2626,3
2627,37
2628,10
2629,63
2630,23
2631,48
2632,45
2633,45
2634,85
2635,94
2636,47
2637,28
2638,54
2639,17
2640,9
2641,3
2642,79
2643,30
2644,99
2645,41
2646,28
2647,54
2648,69
2649,17
2650,98
2651,74
2652,20
2653,86
2654,20
2655,26
2656,14
2657,32
2658,70
2659,11
2660,49
2661,89
2662,64
2663,86
2664,91
2665,52
2666,31
2667,15
2668,47
2669,68
2670,1
2671,70
2672,88
2673,51
2674,17
2675,89
2676,19
2677,95
2678,22
2679,23
2680,90
2681,30
2682,55
2683,64
2684,46
2685,65
2686,85
2687,74
2688,26
2689,25
2690,23
2691,35
2692,77
2693,78
2694,76
2695,8
2696,51
2697,17
2698,37
2699,43
2700,83
2701,6
2702,59
2703,57
2704,14
2705,78
2706,25
2707,74
2708,44
2709,10
2710,13
2711,68
2712,89
2713,21
2714,65
2715,6
2716,75
2717,13
2718,40
2719,33
2720,25
2721,56
2722,25
2723,18
2724,30
2725,36
2726,41
2727,49
2728,96
2729,1
2730,31
2731,47
2732,41
2733,15
2734,3
2735,95
2736,21
2737,50
2738,69
2739,33
2740,25
2741,65
2742,61
2743,47
2744,85
2745,56
2746,83
2747,46
2748,100
2749,95
2750,55
2751,87
2752,42
2753,36
2754,8
2755,89
2756,43
2757,70
2758,8
2759,46
2760,92
2761,47
2762,35
2763,62
2764,8
2765,98
2766,5
2767,18
2768,0
2769,10
2770,41
2771,24
2772,90
2773,55
2774,38
2775,53
2776,22
2777,82
2778,43
2779,8
2780,82
2781,44
2782,36
2783,44
2784,85
2785,27
2786,44
2787,49
2788,73
2789,30
2790,9
2791,80
2792,9
2793,35
2794,19
2795,22
2796,90
2797,64
2798,84
2799,31
2800,12
2801,37
2802,55
2803,51
2804,61
2805,63
2806,33
2807,3
2808,94
2809,13
2810,7
2811,29
2812,82
2813,92
2814,43
2815,25
2816,29
2817,72
2818,86
2819,15
2820,40
2821,81
2822,84
2823,52
2824,92
2825,23
2826,33
2827,18
2828,15
2829,79
2830,86
2831,54
2832,26
2833,88
2834,85
2835,74
2836,51
2837,0
2838,30
2839,82
2840,54
2841,25
2842,83
2843,19
2844,93
2845,11
2846,100
2847,66
2848,6
2849,72
2850,61
2851,93
2852,93
2853,71
2854,78
2855,72
2856,11
2857,5
2858,62
2859,17
2860,41
2861,12
2862,82
2863,8
2864,49
2865,79
2866,0
2867,87
2868,14
2869,9
2870,35
2871,76
2872,24
2873,46
2874,72
2875,8
2876,93
2877,34
2878,62
2879,15
2880,40
2881,74
2882,89
2883,29
2884,40
2885,86
2886,90
2887,85
2888,26
2889,65
2890,18
2891,14
2892,78
2893,88
2894,54
2895,33
2896,82
2897,52
2898,74
2899,40
2900,58
2901,99
2902,79
2903,11
2904,29
2905,61
2906,75
2907,15
2908,50
2909,84
2910,94
2911,50
2912,96
2913,39
2914,19
2915,100
2916,91
2917,24
2918,32
2919,97
2920,75
2921,41
2922,56
2923,79
2924,95
2925,54
2926,24
2927,71
2928,3
2929,75
2930,2
2931,11
2932,30
2933,18
2934,11
2935,83
2936,60
2937,73
2938,2
2939,58
